Week,departure.airport,latitude,longitude,flight_count
2024-08-04,Lester B. Pearson International,43.681583,-79.61146,4
2024-08-11,Lester B. Pearson International,43.681583,-79.61146,3
2024-08-18,Lester B. Pearson International,43.681583,-79.61146,4
2024-08-25,Lester B. Pearson International,43.681583,-79.61146,3
2024-06-30,Liege Airport,50.643333,5.460149,1
2024-07-28,Liege Airport,50.643333,5.460149,1
2024-08-04,Liege Airport,50.643333,5.460149,1
2024-08-11,Liege Airport,50.643333,5.460149,1
2024-08-18,Liege Airport,50.643333,5.460149,1
2024-08-25,Liege Airport,50.643333,5.460149,1
2024-08-04,Linate,45.460957,9.279157,1
2024-06-30,Liszt Ferenc International,47.433037,19.261621,2
2024-07-07,Liszt Ferenc International,47.433037,19.261621,3
2024-07-21,Liszt Ferenc International,47.433037,19.261621,1
2024-07-28,Liszt Ferenc International,47.433037,19.261621,2
2024-08-04,Liszt Ferenc International,47.433037,19.261621,2
2024-08-11,Liszt Ferenc International,47.433037,19.261621,2
2024-08-18,Liszt Ferenc International,47.433037,19.261621,2
2024-08-25,Liszt Ferenc International,47.433037,19.261621,2
2024-06-30,Los Angeles International,33.943398,-118.40828,2
2024-07-07,Los Angeles International,33.943398,-118.40828,2
2024-07-14,Los Angeles International,33.943398,-118.40828,3
2024-07-21,Los Angeles International,33.943398,-118.40828,3
2024-07-28,Los Angeles International,33.943398,-118.40828,3
2024-08-04,Los Angeles International,33.943398,-118.40828,2
2024-08-11,Los Angeles International,33.943398,-118.40828,3
2024-08-18,Los Angeles International,33.943398,-118.40828,3
2024-08-25,Los Angeles International,33.943398,-118.40828,3
2024-06-30,Luxor,25.67492,32.699684,4
2024-07-07,Luxor,25.67492,32.699684,4
2024-08-11,Luxor,25.67492,32.699684,2
2024-08-18,Luxor,25.67492,32.699684,1
2024-07-21,Mahmud Badaruddin Ii,-2.900146,104.69861,1
2024-07-28,Mahmud Badaruddin Ii,-2.900146,104.69861,3
2024-08-04,Mahmud Badaruddin Ii,-2.900146,104.69861,1
2024-08-11,Mahmud Badaruddin Ii,-2.900146,104.69861,1
2024-08-18,Mahmud Badaruddin Ii,-2.900146,104.69861,2
2024-08-25,Mahmud Badaruddin Ii,-2.900146,104.69861,2
2024-08-18,Makhachkala,42.82095,47.65611,1
2024-06-30,Malatya,38.354443,38.253613,1
2024-06-30,Malta International,35.849777,14.495401,2
2024-08-25,Malta International,35.849777,14.495401,1
2024-06-30,Malé International Airport,4.201389,73.524445,2
2024-07-07,Malé International Airport,4.201389,73.524445,2
2024-07-14,Malé International Airport,4.201389,73.524445,2
2024-07-21,Malé International Airport,4.201389,73.524445,2
2024-06-30,Manchester Airport,53.362907,-2.273354,5
2024-07-07,Manchester Airport,53.362907,-2.273354,6
2024-07-14,Manchester Airport,53.362907,-2.273354,4
2024-07-21,Manchester Airport,53.362907,-2.273354,6
2024-07-28,Manchester Airport,53.362907,-2.273354,5
2024-08-04,Manchester Airport,53.362907,-2.273354,5
2024-08-11,Manchester Airport,53.362907,-2.273354,3
2024-08-18,Manchester Airport,53.362907,-2.273354,5
2024-08-25,Manchester Airport,53.362907,-2.273354,5
2024-06-30,Mazar-i-sharif,36.70919,67.20849,2
2024-07-07,Mazar-i-sharif,36.70919,67.20849,1
2024-07-21,Mazar-i-sharif,36.70919,67.20849,1
2024-07-28,Mazar-i-sharif,36.70919,67.20849,1
2024-08-18,Mazar-i-sharif,36.70919,67.20849,1
2024-08-25,Mazar-i-sharif,36.70919,67.20849,1
2024-06-30,Merzifon,40.88333,35.533333,3
2024-06-30,Milano Malpensa,45.627403,8.71237,5
2024-07-07,Milano Malpensa,45.627403,8.71237,9
2024-07-14,Milano Malpensa,45.627403,8.71237,6
2024-07-21,Milano Malpensa,45.627403,8.71237,6
2024-07-28,Milano Malpensa,45.627403,8.71237,7
2024-08-04,Milano Malpensa,45.627403,8.71237,8
2024-08-11,Milano Malpensa,45.627403,8.71237,6
2024-08-18,Milano Malpensa,45.627403,8.71237,9
2024-08-25,Milano Malpensa,45.627403,8.71237,9
2024-08-04,Milas,37.243954,27.672781,1
2024-07-21,Minangkabau International Airport,-0.786667,100.280556,1
2024-07-28,Minangkabau International Airport,-0.786667,100.280556,1
2024-08-04,Minangkabau International Airport,-0.786667,100.280556,1
2024-08-18,Minangkabau International Airport,-0.786667,100.280556,1
2024-08-25,Minangkabau International Airport,-0.786667,100.280556,1
2024-07-07,Mogadishu International Airport,2.013333,45.31333,1
2024-07-28,Mogadishu International Airport,2.013333,45.31333,1
2024-08-04,Mogadishu International Airport,2.013333,45.31333,1
2024-08-11,Mogadishu International Airport,2.013333,45.31333,1
2024-08-18,Mogadishu International Airport,2.013333,45.31333,1
2024-08-25,Mogadishu International Airport,2.013333,45.31333,1
2024-06-30,Mohamed V,33.36667,-7.586667,18
2024-07-07,Mohamed V,33.36667,-7.586667,13
2024-07-14,Mohamed V,33.36667,-7.586667,14
2024-07-21,Mohamed V,33.36667,-7.586667,20
2024-07-28,Mohamed V,33.36667,-7.586667,19
2024-08-04,Mohamed V,33.36667,-7.586667,18
2024-08-11,Mohamed V,33.36667,-7.586667,19
2024-08-18,Mohamed V,33.36667,-7.586667,17
2024-08-25,Mohamed V,33.36667,-7.586667,19
2024-06-30,Mubarak International,26.338877,31.737167,8
2024-07-07,Mubarak International,26.338877,31.737167,8
2024-07-14,Mubarak International,26.338877,31.737167,7
2024-07-21,Mubarak International,26.338877,31.737167,8
2024-07-28,Mubarak International,26.338877,31.737167,8
2024-08-04,Mubarak International,26.338877,31.737167,8
2024-08-11,Mubarak International,26.338877,31.737167,8
2024-08-18,Mubarak International,26.338877,31.737167,8
2024-08-25,Mubarak International,26.338877,31.737167,8
2024-06-30,Multan International,30.199507,71.41498,15
2024-07-07,Multan International,30.199507,71.41498,8
2024-07-14,Multan International,30.199507,71.41498,12
2024-07-21,Multan International,30.199507,71.41498,21
2024-07-28,Multan International,30.199507,71.41498,24
2024-08-04,Multan International,30.199507,71.41498,26
2024-08-11,Multan International,30.199507,71.41498,26
2024-08-18,Multan International,30.199507,71.41498,24
2024-08-25,Multan International,30.199507,71.41498,25
2024-06-30,Mus,38.725,41.625,1
2024-07-28,Mérignac,44.83102,-0.70217,1
2024-08-11,Nikos Kazantzakis Airport,35.33663,25.174192,1
2024-06-30,Ninoy Aquino International,14.509602,121.01251,5
2024-07-07,Ninoy Aquino International,14.509602,121.01251,7
2024-07-14,Ninoy Aquino International,14.509602,121.01251,7
2024-07-21,Ninoy Aquino International,14.509602,121.01251,7
2024-07-28,Ninoy Aquino International,14.509602,121.01251,6
2024-08-04,Ninoy Aquino International,14.509602,121.01251,7
2024-08-11,Ninoy Aquino International,14.509602,121.01251,7
2024-08-18,Ninoy Aquino International,14.509602,121.01251,7
2024-08-25,Ninoy Aquino International,14.509602,121.01251,7
2024-07-07,Noumerate,32.38222,3.800556,1
2024-06-30,Novo Alexeyevka International,41.674065,44.958958,7
2024-07-07,Novo Alexeyevka International,41.674065,44.958958,7
2024-07-14,Novo Alexeyevka International,41.674065,44.958958,7
2024-07-21,Novo Alexeyevka International,41.674065,44.958958,7
2024-07-28,Novo Alexeyevka International,41.674065,44.958958,7
2024-08-04,Novo Alexeyevka International,41.674065,44.958958,7
2024-08-11,Novo Alexeyevka International,41.674065,44.958958,7
2024-08-18,Novo Alexeyevka International,41.674065,44.958958,7
2024-08-25,Novo Alexeyevka International,41.674065,44.958958,6
2024-06-30,Nürnberg,49.494167,11.077062,1
2024-06-30,Osmani International,24.957598,91.870476,1
2024-07-07,Osmani International,24.957598,91.870476,1
2024-07-14,Osmani International,24.957598,91.870476,2
2024-07-21,Osmani International,24.957598,91.870476,3
2024-07-28,Osmani International,24.957598,91.870476,3
2024-08-04,Osmani International,24.957598,91.870476,3
2024-08-11,Osmani International,24.957598,91.870476,3
2024-08-18,Osmani International,24.957598,91.870476,2
2024-08-25,Osmani International,24.957598,91.870476,2
2024-07-28,Pablo Ruiz Picasso,36.675182,-4.489616,1
2024-08-04,Pablo Ruiz Picasso,36.675182,-4.489616,1
2024-06-30,Patenga,22.245201,91.81516,4
2024-07-07,Patenga,22.245201,91.81516,3
2024-07-14,Patenga,22.245201,91.81516,4
2024-07-21,Patenga,22.245201,91.81516,4
2024-07-28,Patenga,22.245201,91.81516,4
2024-08-04,Patenga,22.245201,91.81516,4
2024-08-11,Patenga,22.245201,91.81516,4
2024-08-18,Patenga,22.245201,91.81516,4
2024-08-25,Patenga,22.245201,91.81516,4
2024-06-30,Peshawar,33.989082,71.51925,3
2024-07-07,Peshawar,33.989082,71.51925,4
2024-07-14,Peshawar,33.989082,71.51925,8
2024-07-21,Peshawar,33.989082,71.51925,10
2024-07-28,Peshawar,33.989082,71.51925,10
2024-08-04,Peshawar,33.989082,71.51925,9
2024-08-11,Peshawar,33.989082,71.51925,8
2024-08-18,Peshawar,33.989082,71.51925,8
2024-08-25,Peshawar,33.989082,71.51925,9
2024-07-28,Polonia,3.561111,98.672775,4
2024-08-04,Polonia,3.561111,98.672775,6
2024-08-11,Polonia,3.561111,98.672775,6
2024-08-18,Polonia,3.561111,98.672775,1
2024-08-25,Polonia,3.561111,98.672775,3
2024-06-30,Port Sudan,19.577778,37.21389,6
2024-07-07,Port Sudan,19.577778,37.21389,7
2024-07-14,Port Sudan,19.577778,37.21389,7
2024-07-21,Port Sudan,19.577778,37.21389,7
2024-07-28,Port Sudan,19.577778,37.21389,7
2024-08-04,Port Sudan,19.577778,37.21389,7
2024-08-11,Port Sudan,19.577778,37.21389,5
2024-08-18,Port Sudan,19.577778,37.21389,6
2024-08-25,Port Sudan,19.577778,37.21389,7
2024-06-30,Quaid-e-azam International,24.899986,67.16828,31
2024-07-07,Quaid-e-azam International,24.899986,67.16828,26
2024-07-14,Quaid-e-azam International,24.899986,67.16828,32
2024-07-21,Quaid-e-azam International,24.899986,67.16828,39
2024-07-28,Quaid-e-azam International,24.899986,67.16828,41
2024-08-04,Quaid-e-azam International,24.899986,67.16828,42
2024-08-11,Quaid-e-azam International,24.899986,67.16828,41
2024-08-18,Quaid-e-azam International,24.899986,67.16828,35
2024-08-25,Quaid-e-azam International,24.899986,67.16828,31
2024-06-30,Queen Alia International,31.722534,35.98932,52
2024-07-07,Queen Alia International,31.722534,35.98932,46
2024-07-14,Queen Alia International,31.722534,35.98932,45
2024-07-21,Queen Alia International,31.722534,35.98932,49
2024-07-28,Queen Alia International,31.722534,35.98932,51
2024-08-04,Queen Alia International,31.722534,35.98932,57
2024-08-11,Queen Alia International,31.722534,35.98932,62
2024-08-18,Queen Alia International,31.722534,35.98932,62
2024-08-25,Queen Alia International,31.722534,35.98932,55
2024-06-30,Quetta,30.249266,66.949036,1
2024-08-25,Quetta,30.249266,66.949036,1
2024-06-30,Riyan Mukalla,14.666999,49.373684,1
2024-07-14,Riyan Mukalla,14.666999,49.373684,2
2024-07-21,Riyan Mukalla,14.666999,49.373684,1
2024-07-28,Riyan Mukalla,14.666999,49.373684,1
2024-08-04,Riyan Mukalla,14.666999,49.373684,1
2024-08-11,Riyan Mukalla,14.666999,49.373684,1
2024-08-25,Riyan Mukalla,14.666999,49.373684,2
2024-06-30,Sabiha Gokcen,40.904675,29.309189,32
2024-07-07,Sabiha Gokcen,40.904675,29.309189,29
2024-07-14,Sabiha Gokcen,40.904675,29.309189,31
2024-07-21,Sabiha Gokcen,40.904675,29.309189,33
2024-07-28,Sabiha Gokcen,40.904675,29.309189,37
2024-08-04,Sabiha Gokcen,40.904675,29.309189,37
2024-08-11,Sabiha Gokcen,40.904675,29.309189,42
2024-08-18,Sabiha Gokcen,40.904675,29.309189,35
2024-08-25,Sabiha Gokcen,40.904675,29.309189,35
2024-06-30,Salalah,17.038124,54.106937,3
2024-07-07,Salalah,17.038124,54.106937,3
2024-07-14,Salalah,17.038124,54.106937,3
2024-07-21,Salalah,17.038124,54.106937,3
2024-07-28,Salalah,17.038124,54.106937,3
2024-08-04,Salalah,17.038124,54.106937,3
2024-08-11,Salalah,17.038124,54.106937,3
2024-08-18,Salalah,17.038124,54.106937,2
2024-08-25,Salalah,17.038124,54.106937,3
2024-06-30,Sale,34.036137,-6.748619,2
2024-07-07,Sale,34.036137,-6.748619,2
2024-06-30,Sarajevo,43.826687,18.336065,10
2024-07-07,Sarajevo,43.826687,18.336065,8
2024-07-14,Sarajevo,43.826687,18.336065,8
2024-07-21,Sarajevo,43.826687,18.336065,9
2024-07-28,Sarajevo,43.826687,18.336065,8
2024-08-04,Sarajevo,43.826687,18.336065,9
2024-08-11,Sarajevo,43.826687,18.336065,9
2024-08-18,Sarajevo,43.826687,18.336065,9
2024-08-25,Sarajevo,43.826687,18.336065,6
2024-06-30,Sardar Vallabhbhai Patel International Airport,23.06639,72.62417,5
2024-07-07,Sardar Vallabhbhai Patel International Airport,23.06639,72.62417,7
2024-07-14,Sardar Vallabhbhai Patel International Airport,23.06639,72.62417,7
2024-07-21,Sardar Vallabhbhai Patel International Airport,23.06639,72.62417,8
2024-07-28,Sardar Vallabhbhai Patel International Airport,23.06639,72.62417,8
2024-08-04,Sardar Vallabhbhai Patel International Airport,23.06639,72.62417,9
2024-08-11,Sardar Vallabhbhai Patel International Airport,23.06639,72.62417,9
2024-08-18,Sardar Vallabhbhai Patel International Airport,23.06639,72.62417,9
2024-08-25,Sardar Vallabhbhai Patel International Airport,23.06639,72.62417,9
2024-06-30,Schiphol,52.30907,4.763385,5
2024-07-07,Schiphol,52.30907,4.763385,3
2024-07-14,Schiphol,52.30907,4.763385,6
2024-07-21,Schiphol,52.30907,4.763385,4
2024-07-28,Schiphol,52.30907,4.763385,2
2024-08-04,Schiphol,52.30907,4.763385,5
2024-08-11,Schiphol,52.30907,4.763385,5
2024-08-18,Schiphol,52.30907,4.763385,6
2024-08-25,Schiphol,52.30907,4.763385,6
2024-06-30,Seeb,23.588078,58.29022,40
2024-07-07,Seeb,23.588078,58.29022,43
2024-07-14,Seeb,23.588078,58.29022,42
2024-07-21,Seeb,23.588078,58.29022,44
2024-07-28,Seeb,23.588078,58.29022,41
2024-08-04,Seeb,23.588078,58.29022,42
2024-08-11,Seeb,23.588078,58.29022,43
2024-08-18,Seeb,23.588078,58.29022,42
2024-08-25,Seeb,23.588078,58.29022,42
2024-06-30,Seiyun,15.961794,48.787086,1
2024-07-07,Seiyun,15.961794,48.787086,1
2024-07-14,Seiyun,15.961794,48.787086,1
2024-07-21,Seiyun,15.961794,48.787086,1
2024-07-28,Seiyun,15.961794,48.787086,2
2024-08-04,Seiyun,15.961794,48.787086,2
2024-08-25,Seiyun,15.961794,48.787086,1
2024-06-30,Sharjah,25.320873,55.52029,25
2024-07-07,Sharjah,25.320873,55.52029,27
2024-07-14,Sharjah,25.320873,55.52029,26
2024-07-21,Sharjah,25.320873,55.52029,27
2024-07-28,Sharjah,25.320873,55.52029,26
2024-08-04,Sharjah,25.320873,55.52029,27
2024-08-11,Sharjah,25.320873,55.52029,28
2024-08-18,Sharjah,25.320873,55.52029,28
2024-08-25,Sharjah,25.320873,55.52029,27
2024-06-30,Sharm el-Sheikh International Airport,27.979357,34.385254,16
2024-07-07,Sharm el-Sheikh International Airport,27.979357,34.385254,16
2024-07-14,Sharm el-Sheikh International Airport,27.979357,34.385254,17
2024-07-21,Sharm el-Sheikh International Airport,27.979357,34.385254,15
2024-07-28,Sharm el-Sheikh International Airport,27.979357,34.385254,17
2024-08-04,Sharm el-Sheikh International Airport,27.979357,34.385254,15
2024-08-11,Sharm el-Sheikh International Airport,27.979357,34.385254,15
2024-08-18,Sharm el-Sheikh International Airport,27.979357,34.385254,14
2024-08-25,Sharm el-Sheikh International Airport,27.979357,34.385254,10
2024-06-30,Sialkot International,32.533333,74.5,3
2024-07-07,Sialkot International,32.533333,74.5,5
2024-07-14,Sialkot International,32.533333,74.5,4
2024-07-21,Sialkot International,32.533333,74.5,4
2024-07-28,Sialkot International,32.533333,74.5,4
2024-08-04,Sialkot International,32.533333,74.5,2
2024-08-11,Sialkot International,32.533333,74.5,4
2024-08-18,Sialkot International,32.533333,74.5,4
2024-08-25,Sialkot International,32.533333,74.5,4
2024-06-30,Singapore Changi,1.361173,103.990204,3
2024-07-07,Singapore Changi,1.361173,103.990204,3
2024-07-14,Singapore Changi,1.361173,103.990204,2
2024-07-21,Singapore Changi,1.361173,103.990204,3
2024-07-28,Singapore Changi,1.361173,103.990204,4
2024-08-04,Singapore Changi,1.361173,103.990204,5
2024-08-11,Singapore Changi,1.361173,103.990204,6
2024-08-18,Singapore Changi,1.361173,103.990204,6
2024-08-25,Singapore Changi,1.361173,103.990204,6
2024-06-30,Sir Seewoosagur Ramgoolam International,-20.431997,57.67663,3
2024-07-07,Sir Seewoosagur Ramgoolam International,-20.431997,57.67663,2
2024-07-14,Sir Seewoosagur Ramgoolam International,-20.431997,57.67663,3
2024-07-21,Sir Seewoosagur Ramgoolam International,-20.431997,57.67663,3
2024-07-28,Sir Seewoosagur Ramgoolam International,-20.431997,57.67663,4
2024-08-04,Sir Seewoosagur Ramgoolam International,-20.431997,57.67663,4
2024-08-11,Sir Seewoosagur Ramgoolam International,-20.431997,57.67663,4
2024-08-18,Sir Seewoosagur Ramgoolam International,-20.431997,57.67663,3
2024-08-25,Sir Seewoosagur Ramgoolam International,-20.431997,57.67663,4
2024-07-28,Sivas,39.81389,36.904167,1
2024-06-30,Soekarno-Hatta International,-6.130643,106.655525,25
2024-07-07,Soekarno-Hatta International,-6.130643,106.655525,14
2024-07-14,Soekarno-Hatta International,-6.130643,106.655525,18
2024-07-21,Soekarno-Hatta International,-6.130643,106.655525,40
2024-07-28,Soekarno-Hatta International,-6.130643,106.655525,48
2024-08-04,Soekarno-Hatta International,-6.130643,106.655525,59
2024-08-11,Soekarno-Hatta International,-6.130643,106.655525,60
2024-08-18,Soekarno-Hatta International,-6.130643,106.655525,57
2024-08-25,Soekarno-Hatta International,-6.130643,106.655525,57
2024-07-28,Son Sant Joan Airport,39.547653,2.730388,1
2024-06-30,Sphinx International Airport,30.109722,30.894444,7
2024-07-07,Sphinx International Airport,30.109722,30.894444,5
2024-07-14,Sphinx International Airport,30.109722,30.894444,4
2024-07-21,Sphinx International Airport,30.109722,30.894444,5
2024-07-28,Sphinx International Airport,30.109722,30.894444,4
2024-08-04,Sphinx International Airport,30.109722,30.894444,5
2024-08-11,Sphinx International Airport,30.109722,30.894444,5
2024-08-18,Sphinx International Airport,30.109722,30.894444,5
2024-08-25,Sphinx International Airport,30.109722,30.894444,7
2024-07-21,Stansted,51.889267,0.262703,1
2024-08-04,Stansted,51.889267,0.262703,2
2024-08-11,Stansted,51.889267,0.262703,1
2024-07-28,Sultan Iskandarmuda Airport,5.518021,95.41833,1
2024-08-25,Sultan Iskandarmuda Airport,5.518021,95.41833,1
2024-07-21,Sultan Ismail International,1.638889,103.67083,1
2024-07-28,Sultan Ismail International,1.638889,103.67083,1
2024-08-04,Sultan Ismail International,1.638889,103.67083,1
2024-08-11,Sultan Ismail International,1.638889,103.67083,1
2024-08-18,Sultan Ismail International,1.638889,103.67083,1
2024-06-30,Suvarnabhumi International,13.693062,100.752045,9
2024-07-07,Suvarnabhumi International,13.693062,100.752045,6
2024-07-14,Suvarnabhumi International,13.693062,100.752045,8
2024-07-21,Suvarnabhumi International,13.693062,100.752045,6
2024-07-28,Suvarnabhumi International,13.693062,100.752045,6
2024-08-04,Suvarnabhumi International,13.693062,100.752045,6
2024-08-11,Suvarnabhumi International,13.693062,100.752045,6
2024-08-18,Suvarnabhumi International,13.693062,100.752045,6
2024-08-25,Suvarnabhumi International,13.693062,100.752045,6
2024-07-21,Tashkent International,41.262714,69.26619,5
2024-07-28,Tashkent International,41.262714,69.26619,5
2024-08-04,Tashkent International,41.262714,69.26619,5
2024-08-11,Tashkent International,41.262714,69.26619,5
2024-08-18,Tashkent International,41.262714,69.26619,7
2024-08-25,Tashkent International,41.262714,69.26619,8
2024-06-30,Tokat,40.302223,36.36778,1
2024-06-30,Trabzon,40.99419,39.78168,19
2024-07-07,Trabzon,40.99419,39.78168,18
2024-07-14,Trabzon,40.99419,39.78168,19
2024-07-21,Trabzon,40.99419,39.78168,18
2024-07-28,Trabzon,40.99419,39.78168,21
2024-08-04,Trabzon,40.99419,39.78168,24
2024-08-11,Trabzon,40.99419,39.78168,27
2024-08-18,Trabzon,40.99419,39.78168,16
2024-08-25,Trabzon,40.99419,39.78168,6
2024-06-30,Vienna International,48.11972,16.563583,1
2024-07-07,Vienna International,48.11972,16.563583,2
2024-07-14,Vienna International,48.11972,16.563583,3
2024-07-21,Vienna International,48.11972,16.563583,1
2024-07-28,Vienna International,48.11972,16.563583,2
2024-08-04,Vienna International,48.11972,16.563583,2
2024-08-11,Vienna International,48.11972,16.563583,2
2024-08-18,Vienna International,48.11972,16.563583,1
2024-08-25,Vienna International,48.11972,16.563583,2
2024-08-04,W. A. Mozart,47.791225,12.997331,1
2024-06-30,Washington Dulles International,38.95315,-77.44774,4
2024-07-07,Washington Dulles International,38.95315,-77.44774,4
2024-07-14,Washington Dulles International,38.95315,-77.44774,4
2024-07-21,Washington Dulles International,38.95315,-77.44774,4
2024-07-28,Washington Dulles International,38.95315,-77.44774,2
2024-08-04,Washington Dulles International,38.95315,-77.44774,4
2024-08-11,Washington Dulles International,38.95315,-77.44774,4
2024-08-18,Washington Dulles International,38.95315,-77.44774,4
2024-08-25,Washington Dulles International,38.95315,-77.44774,3
2024-06-30,Yenisehir,40.233334,29.55,1
2024-08-04,Yenisehir,40.233334,29.55,1
2024-08-25,Yenisehir,40.233334,29.55,1
2024-06-30,Yohannes IV,15.291111,38.91028,1
2024-07-07,Yohannes IV,15.291111,38.91028,2
2024-07-14,Yohannes IV,15.291111,38.91028,2
2024-07-21,Yohannes IV,15.291111,38.91028,3
2024-07-28,Yohannes IV,15.291111,38.91028,3
2024-08-04,Yohannes IV,15.291111,38.91028,4
2024-08-11,Yohannes IV,15.291111,38.91028,2
2024-08-18,Yohannes IV,15.291111,38.91028,1
2024-08-25,Yohannes IV,15.291111,38.91028,2
2024-06-30,Zenata,35.016666,-1.45,5
2024-06-30,Zia International,23.848648,90.405876,33
2024-07-07,Zia International,23.848648,90.405876,42
2024-07-14,Zia International,23.848648,90.405876,31
2024-07-21,Zia International,23.848648,90.405876,24
2024-07-28,Zia International,23.848648,90.405876,27
2024-08-04,Zia International,23.848648,90.405876,20
2024-08-11,Zia International,23.848648,90.405876,29
2024-08-18,Zia International,23.848648,90.405876,31
2024-08-25,Zia International,23.848648,90.405876,33
2024-06-30,Zurich,47.450603,8.561746,1
2024-07-07,Zurich,47.450603,8.561746,1
2024-07-14,Zurich,47.450603,8.561746,1
2024-08-04,Zurich,47.450603,8.561746,1
2024-08-18,Zurich,47.450603,8.561746,2
2024-08-25,Zurich,47.450603,8.561746,1
